Discipline,Gender,Event,order,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,Team Event
VO,0,MNZ,,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,
VO,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
VO,M,400,1,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,Y
VO,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
VO,W,400,2,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,Y
WL,0,000,,Weightlifting,Haltérophilie,Levantamento de peso,Levantamiento de pesas,Weightlifting,Haltérophilie,Levantamento de peso,Levantamiento de pesas,
WL,0,RC2,,Riocentro - Pavilion 2,Riocentro - Pavillon 2,Riocentro - Pavilhão 2,Riocentro - Pabellón 2,Riocentro - Pavilion 2,Riocentro - Pavillon 2,Riocentro - Pavilhão 2,Riocentro - Pabellón 2,
WL,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
WL,M,005,7,Men's 105kg,105 kg - hommes,Até 105kg masculino,105kg masculino,Men's 105kg,105 kg - hommes,Até 105kg masculino,105kg masculino,N
WL,M,025,8,Men's +105kg,+105 kg - hommes,Acima de 105kg masculino,+105kg masculino,Men's +105kg,+105 kg - hommes,Acima de 105kg masculino,+105kg masculino,N
WL,M,056,1,Men's 56kg,56 kg - hommes,Até 56kg masculino,56kg masculino,Men's 56kg,56 kg - hommes,Até 56kg masculino,56kg masculino,N
WL,M,062,2,Men's 62kg,62 kg - hommes,Até 62kg masculino,62kg masculino,Men's 62kg,62 kg - hommes,Até 62kg masculino,62kg masculino,N
WL,M,069,3,Men's 69kg,69 kg - hommes,Até 69kg masculino,69kg masculino,Men's 69kg,69 kg - hommes,Até 69kg masculino,69kg masculino,N
WL,M,077,4,Men's 77kg,77 kg - hommes,Até 77kg masculino,77kg masculino,Men's 77kg,77 kg - hommes,Até 77kg masculino,77kg masculino,N
WL,M,085,5,Men's 85kg,85 kg - hommes,Até 85kg masculino,85kg masculino,Men's 85kg,85 kg - hommes,Até 85kg masculino,85kg masculino,N
WL,M,094,6,Men's 94kg,94 kg - hommes,Até 94kg masculino,94kg masculino,Men's 94kg,94 kg - hommes,Até 94kg masculino,94kg masculino,N
WL,M,105,,Men's 105kg - Snatch,"105 kg - hommes, arraché","Até 105kg masculino, arranco","105kg masculino, arrancada",Men's 105kg - Snatch,"105 kg - hommes, arraché","Até 105kg masculino, arranco","105kg masculino, arrancada",
WL,M,125,,Men's +105kg - Snatch,"+105 kg - hommes, arraché","Acima de 105kg masculino, arranco","+105kg masculino, arrancada",Men's +105kg - Snatch,"+105 kg - hommes, arraché","Acima de 105kg masculino, arranco","+105kg masculino, arrancada",
WL,M,156,,Men's 56kg - Snatch,"56 kg - hommes, arraché","Até 56kg masculino, arranco","56kg masculino, arrancada",Men's 56kg - Snatch,"56 kg - hommes, arraché","Até 56kg masculino, arranco","56kg masculino, arrancada",
WL,M,162,,Men's 62kg - Snatch,"62 kg - hommes, arraché","Até 62kg masculino, arranco","62kg masculino, arrancada",Men's 62kg - Snatch,"62 kg - hommes, arraché","Até 62kg masculino, arranco","62kg masculino, arrancada",
WL,M,169,,Men's 69kg - Snatch,"69 kg - hommes, arraché","Até 69kg masculino, arranco","69kg masculino, arrancada",Men's 69kg - Snatch,"69 kg - hommes, arraché","Até 69kg masculino, arranco","69kg masculino, arrancada",
WL,M,177,,Men's 77kg - Snatch,"77 kg - hommes, arraché","Até 77kg masculino, arranco","77kg masculino, arrancada",Men's 77kg - Snatch,"77 kg - hommes, arraché","Até 77kg masculino, arranco","77kg masculino, arrancada",
WL,M,185,,Men's 85kg - Snatch,"85 kg - hommes, arraché","Até 85kg masculino, arranco","85kg masculino, arrancada",Men's 85kg - Snatch,"85 kg - hommes, arraché","Até 85kg masculino, arranco","85kg masculino, arrancada",
WL,M,194,,Men's 94kg - Snatch,"94 kg - hommes, arraché","Até 94kg masculino, arranco","94kg masculino, arrancada",Men's 94kg - Snatch,"94 kg - hommes, arraché","Até 94kg masculino, arranco","94kg masculino, arrancada",
WL,M,205,,Men's 105kg - Clean & Jerk,"105 kg - hommes, épaulé-jeté","Até 105kg masculino, arremesso","105kg masculino, dos tiempos",Men's 105kg - Clean & Jerk,"105 kg - hommes, épaulé-jeté","Até 105kg masculino, arremesso","105kg masculino, dos tiempos",
WL,M,225,,Men's +105kg - Clean & Jerk,"+105 kg - hommes, épaulé-jeté","Acima de 105kg masculino, arremesso","+105kg masculino, dos tiempos",Men's +105kg - Clean & Jerk,"+105 kg - hommes, épaulé-jeté","Acima de 105kg masculino, arremesso","+105kg masculino, dos tiempos",
WL,M,256,,Men's 56kg - Clean & Jerk,"56 kg - hommes, épaulé-jeté","Até 56kg masculino, arremesso","56kg masculino, dos tiempos",Men's 56kg - Clean & Jerk,"56 kg - hommes, épaulé-jeté","Até 56kg masculino, arremesso","56kg masculino, dos tiempos",
WL,M,262,,Men's 62kg - Clean & Jerk,"62 kg - hommes, épaulé-jeté","Até 62kg masculino, arremesso","62kg masculino, dos tiempos",Men's 62kg - Clean & Jerk,"62 kg - hommes, épaulé-jeté","Até 62kg masculino, arremesso","62kg masculino, dos tiempos",
WL,M,269,,Men's 69kg - Clean & Jerk,"69 kg - hommes, épaulé-jeté","Até 69kg masculino, arremesso","69kg masculino, dos tiempos",Men's 69kg - Clean & Jerk,"69 kg - hommes, épaulé-jeté","Até 69kg masculino, arremesso","69kg masculino, dos tiempos",
WL,M,277,,Men's 77kg - Clean & Jerk,"77 kg - hommes, épaulé-jeté","Até 77kg masculino, arremesso","77kg masculino, dos tiempos",Men's 77kg - Clean & Jerk,"77 kg - hommes, épaulé-jeté","Até 77kg masculino, arremesso","77kg masculino, dos tiempos",
WL,M,285,,Men's 85kg - Clean & Jerk,"85 kg - hommes, épaulé-jeté","Até 85kg masculino, arremesso","85kg masculino, dos tiempos",Men's 85kg - Clean & Jerk,"85 kg - hommes, épaulé-jeté","Até 85kg masculino, arremesso","85kg masculino, dos tiempos",
WL,M,294,,Men's 94kg - Clean & Jerk,"94 kg - hommes, épaulé-jeté","Até 94kg masculino, arremesso","94kg masculino, dos tiempos",Men's 94kg - Clean & Jerk,"94 kg - hommes, épaulé-jeté","Até 94kg masculino, arremesso","94kg masculino, dos tiempos",
WL,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
WL,W,026,15,Women's +75kg,+75 kg - femmes,Acima de 75kg feminino,+75kg femenino,Women's +75kg,+75 kg - femmes,Acima de 75kg feminino,+75kg femenino,N
WL,W,048,9,Women's 48kg,48 kg - femmes,Até 48kg feminino,48kg femenino,Women's 48kg,48 kg - femmes,Até 48kg feminino,48kg femenino,N
WL,W,053,10,Women's 53kg,53 kg - femmes,Até 53kg feminino,53kg femenino,Women's 53kg,53 kg - femmes,Até 53kg feminino,53kg femenino,N
WL,W,058,11,Women's 58kg,58 kg - femmes,Até 58kg feminino,58kg femenino,Women's 58kg,58 kg - femmes,Até 58kg feminino,58kg femenino,N
WL,W,063,12,Women's 63kg,63 kg - femmes,Até 63kg feminino,63kg femenino,Women's 63kg,63 kg - femmes,Até 63kg feminino,63kg femenino,N
WL,W,069,13,Women's 69kg,69 kg - femmes,Até 69kg feminino,69kg femenino,Women's 69kg,69 kg - femmes,Até 69kg feminino,69kg femenino,N
WL,W,075,14,Women's 75kg,75 kg - femmes,Até 75kg feminino,75kg femenino,Women's 75kg,75 kg - femmes,Até 75kg feminino,75kg femenino,N
WL,W,126,,Women's +75kg - Snatch,"+75 kg - femmes, arraché","Acima de 75kg feminino, arranco","+75kg femenino, arrancada",Women's +75kg - Snatch,"+75 kg - femmes, arraché","Acima de 75kg feminino, arranco","+75kg femenino, arrancada",
WL,W,148,,Women's 48kg - Snatch,"48 kg - femmes, arraché","Até 48kg feminino, arranco","48kg femenino, arrancada",Women's 48kg - Snatch,"48 kg - femmes, arraché","Até 48kg feminino, arranco","48kg femenino, arrancada",
WL,W,153,,Women's 53kg - Snatch,"53 kg - femmes, arraché","Até 53kg feminino, arranco","53kg femenino, arrancada",Women's 53kg - Snatch,"53 kg - femmes, arraché","Até 53kg feminino, arranco","53kg femenino, arrancada",
WL,W,158,,Women's 58kg - Snatch,"58 kg - femmes, arraché","Até 58kg feminino, arranco","58kg femenino, arrancada",Women's 58kg - Snatch,"58 kg - femmes, arraché","Até 58kg feminino, arranco","58kg femenino, arrancada",
WL,W,163,,Women's 63kg - Snatch,"63 kg - femmes, arraché","Até 63kg feminino, arranco","63kg femenino, arrancada",Women's 63kg - Snatch,"63 kg - femmes, arraché","Até 63kg feminino, arranco","63kg femenino, arrancada",
WL,W,169,,Women's 69kg - Snatch,"69 kg - femmes, arraché","Até 69kg feminino, arranco","69kg femenino, arrancada",Women's 69kg - Snatch,"69 kg - femmes, arraché","Até 69kg feminino, arranco","69kg femenino, arrancada",
WL,W,175,,Women's 75kg - Snatch,"75 kg - femmes, arraché","Até 75kg feminino, arranco","75kg femenino, arrancada",Women's 75kg - Snatch,"75 kg - femmes, arraché","Até 75kg feminino, arranco","75kg femenino, arrancada",
WL,W,226,,Women's +75kg - Clean & Jerk,"+75 kg - femmes, épaulé-jeté","Acima de 75kg feminino, arremesso","+75kg femenino, dos tiempos",Women's +75kg - Clean & Jerk,"+75 kg - femmes, épaulé-jeté","Acima de 75kg feminino, arremesso","+75kg femenino, dos tiempos",
WL,W,248,,Women's 48kg - Clean & Jerk,"48 kg - femmes, épaulé-jeté","Até 48kg feminino, arremesso","48kg femenino, dos tiempos",Women's 48kg - Clean & Jerk,"48 kg - femmes, épaulé-jeté","Até 48kg feminino, arremesso","48kg femenino, dos tiempos",
WL,W,253,,Women's 53kg - Clean & Jerk,"53 kg - femmes, épaulé-jeté","Até 53kg feminino, arremesso","53kg femenino, dos tiempos",Women's 53kg - Clean & Jerk,"53 kg - femmes, épaulé-jeté","Até 53kg feminino, arremesso","53kg femenino, dos tiempos",
WL,W,258,,Women's 58kg - Clean & Jerk,"58 kg - femmes, épaulé-jeté","Até 58kg feminino, arremesso","58kg femenino, dos tiempos",Women's 58kg - Clean & Jerk,"58 kg - femmes, épaulé-jeté","Até 58kg feminino, arremesso","58kg femenino, dos tiempos",
WL,W,263,,Women's 63kg - Clean & Jerk,"63 kg - femmes, épaulé-jeté","Até 63kg feminino, arremesso","63kg femenino, dos tiempos",Women's 63kg - Clean & Jerk,"63 kg - femmes, épaulé-jeté","Até 63kg feminino, arremesso","63kg femenino, dos tiempos",
WL,W,269,,Women's 69kg - Clean & Jerk,"69 kg - femmes, épaulé-jeté","Até 69kg feminino, arremesso","69kg femenino, dos tiempos",Women's 69kg - Clean & Jerk,"69 kg - femmes, épaulé-jeté","Até 69kg feminino, arremesso","69kg femenino, dos tiempos",
WL,W,275,,Women's 75kg - Clean & Jerk,"75 kg - femmes, épaulé-jeté","Até 75kg feminino, arremesso","75kg femenino, dos tiempos",Women's 75kg - Clean & Jerk,"75 kg - femmes, épaulé-jeté","Até 75kg feminino, arremesso","75kg femenino, dos tiempos",
WP,0,000,,Water Polo,Water-polo,Polo aquático,Polo acuático,Water Polo,Water-polo,Polo aquático,Polo acuático,
WP,0,AQC,,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,
WP,0,OAS,,Olympic Aquatics Stadium,Stade olympique de sports aquatiques,Estádio Aquático Olímpico,Estadio Acuático Olímpico,Olympic Aquatics Stadium,Stade olympique de sports aquatiques,Estádio Aquático Olímpico,Estadio Acuático Olímpico,
WP,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
WP,M,400,1,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,Y
WP,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
WP,W,400,2,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,Y
WR,0,000,,Wrestling,Lutte,Luta Olímpica,Lucha,Wrestling,Lutte,Luta Olímpica,Lucha,
WR,0,CA2,,Carioca Arena 2,Carioca Arena 2,Arena Carioca 2,Arena Carioca 2,Carioca Arena 2,Carioca Arena 2,Arena Carioca 2,Arena Carioca 2,
WR,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
WR,M,100,,Men's Greco-Roman,Gréco-romaine - hommes,Luta Greco-Romana masculina,Lucha Grecorromana masculina,Men's Greco-Roman,Gréco-romaine - hommes,Luta Greco-Romana masculina,Lucha Grecorromana masculina,N
WR,M,159,1,Men's Greco-Roman 59 kg,"Gréco-romaine, 59 kg - hommes","Luta Greco-Romana, 59kg masculino","Lucha Grecorromana, 59 kg masculino",Men's Greco-Roman 59 kg,"Gréco-romaine, 59 kg - hommes","Luta Greco-Romana, 59kg masculino","Lucha Grecorromana, 59 kg masculino",N
WR,M,166,2,Men's Greco-Roman 66 kg,"Gréco-romaine, 66 kg - hommes","Luta Greco-Romana, 66kg masculino","Lucha Grecorromana, 66 kg masculino",Men's Greco-Roman 66 kg,"Gréco-romaine, 66 kg - hommes","Luta Greco-Romana, 66kg masculino","Lucha Grecorromana, 66 kg masculino",N
WR,M,175,3,Men's Greco-Roman 75 kg,"Gréco-romaine, 75 kg - hommes","Luta Greco-Romana, 75kg masculino","Lucha Grecorromana, 75 kg masculino",Men's Greco-Roman 75 kg,"Gréco-romaine, 75 kg - hommes","Luta Greco-Romana, 75kg masculino","Lucha Grecorromana, 75 kg masculino",N
WR,M,185,4,Men's Greco-Roman 85 kg,"Gréco-romaine, 85 kg - hommes","Luta Greco-Romana, 85kg masculino","Lucha Grecorromana, 85 kg masculino",Men's Greco-Roman 85 kg,"Gréco-romaine, 85 kg - hommes","Luta Greco-Romana, 85kg masculino","Lucha Grecorromana, 85 kg masculino",N
WR,M,198,5,Men's Greco-Roman 98 kg,"Gréco-romaine, 98 kg - hommes","Luta Greco-Romana, 98kg masculino","Lucha Grecorromana, 98 kg masculino",Men's Greco-Roman 98 kg,"Gréco-romaine, 98 kg - hommes","Luta Greco-Romana, 98kg masculino","Lucha Grecorromana, 98 kg masculino",N
WR,M,200,,Men's Freestyle,Lutte libre - hommes,Luta livre masculina,Lucha de estilo libre masculina,Men's Freestyle,Lutte libre - hommes,Luta livre masculina,Lucha de estilo libre masculina,N
WR,M,257,7,Men's Freestyle 57 kg,"Libre, 57 kg - hommes","Luta livre, 57 masculino","Lucha de estilo libre, 57 kg masculino",Men's Freestyle 57 kg,"Libre, 57 kg - hommes","Luta livre, 57 masculino","Lucha de estilo libre, 57 kg masculino",N
WR,M,265,8,Men's Freestyle 65 kg,"Libre, 65 kg - hommes","Luta livre, 65kg masculino","Lucha de estilo libre, 65 kg masculino",Men's Freestyle 65 kg,"Libre, 65 kg - hommes","Luta livre, 65kg masculino","Lucha de estilo libre, 65 kg masculino",N
WR,M,274,9,Men's Freestyle 74 kg,"Libre, 74 kg - hommes","Luta livre, 74kg masculino","Lucha de estilo libre, 74 kg masculino",Men's Freestyle 74 kg,"Libre, 74 kg - hommes","Luta livre, 74kg masculino","Lucha de estilo libre, 74 kg masculino",N
WR,M,286,10,Men's Freestyle 86 kg,"Libre, 86 kg - hommes","Luta livre, 86kg masculino","Lucha de estilo libre, 86 kg masculino",Men's Freestyle 86 kg,"Libre, 86 kg - hommes","Luta livre, 86kg masculino","Lucha de estilo libre, 86 kg masculino",N
WR,M,297,11,Men's Freestyle 97 kg,"Libre, 97 kg - hommes","Luta livre, 97kg masculino","Lucha de estilo libre, 97 kg masculino",Men's Freestyle 97 kg,"Libre, 97 kg - hommes","Luta livre, 97kg masculino","Lucha de estilo libre, 97 kg masculino",N
WR,M,330,6,Men's Greco-Roman 130 kg,"Gréco-romaine, 130 kg - hommes","Luta Greco-Romana, 130kg masculino","Lucha Grecorromana, 130 kg masculino",Men's Greco-Roman 130 kg,"Gréco-romaine, 130 kg - hommes","Luta Greco-Romana, 130kg masculino","Lucha Grecorromana, 130 kg masculino",N
WR,M,425,12,Men's Freestyle 125 kg,"Libre, 125 kg - hommes","Luta livre, 125kg masculino","Lucha de estilo libre, 125 kg masculino",Men's Freestyle 125 kg,"Libre, 125 kg - hommes","Luta livre, 125kg masculino","Lucha de estilo libre, 125 kg masculino",N
WR,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
WR,W,200,,Women's Freestyle,Lutte libre - femmes,Luta livre feminina,Lucha de estilo libre femenina,Women's Freestyle,Lutte libre - femmes,Luta livre feminina,Lucha de estilo libre femenina,N
WR,W,248,13,Women's Freestyle 48 kg,"Libre, 48 kg - femmes","Luta livre, 48kg feminino","Lucha de estilo libre, 48 kg femenino",Women's Freestyle 48 kg,"Libre, 48 kg - femmes","Luta livre, 48kg feminino","Lucha de estilo libre, 48 kg femenino",N
WR,W,253,14,Women's Freestyle 53 kg,"Libre, 53 kg - femmes","Luta livre, 53kg feminino","Lucha de estilo libre, 53 kg femenino",Women's Freestyle 53 kg,"Libre, 53 kg - femmes","Luta livre, 53kg feminino","Lucha de estilo libre, 53 kg femenino",N
WR,W,258,15,Women's Freestyle 58 kg,"Libre, 58 kg - femmes","Luta livre, 58kg feminino","Lucha de estilo libre, 58 kg femenino",Women's Freestyle 58 kg,"Libre, 58 kg - femmes","Luta livre, 58kg feminino","Lucha de estilo libre, 58 kg femenino",N
WR,W,263,16,Women's Freestyle 63 kg,"Libre, 63 kg - femmes","Luta livre, 63kg feminino","Lucha de estilo libre, 63 kg femenino",Women's Freestyle 63 kg,"Libre, 63 kg - femmes","Luta livre, 63kg feminino","Lucha de estilo libre, 63 kg femenino",N
WR,W,269,17,Women's Freestyle 69 kg,"Libre, 69 kg - femmes","Luta livre, 69kg feminino","Lucha de estilo libre, 69 kg femenino",Women's Freestyle 69 kg,"Libre, 69 kg - femmes","Luta livre, 69kg feminino","Lucha de estilo libre, 69 kg femenino",N
WR,W,275,18,Women's Freestyle 75 kg,"Libre, 75 kg - femmes","Luta livre, 75kg feminino","Lucha de estilo libre, 75 kg femenino",Women's Freestyle 75 kg,"Libre, 75 kg - femmes","Luta livre, 75kg feminino","Lucha de estilo libre, 75 kg femenino",N
