No.,"Common Codes
Version",CCN,Code set nr,Code Set,Code Set Owner,Date Raised,Status ,Description,Next steps
124,,CCN TCC10-05,TCC10,Event Unit - Olympic,Jam Mulcare,2010-10-25T00:00:00+00:00,Closed,Changes / deletions to mixed doubles tennis events,Complete--change has been implemented and all stakeholders have been informed
125,,CCN OPP13-22,OPP13,Village Space,Fiona Connor,2010-10-22T00:00:00+00:00,Closed,"Addition of 9 spaces, adjustments of NOC/NPC car parks and welcome centres, deletion of a ticketing desk",Complete--change has been implemented and all stakeholders have been informed
126,,CCN TCC42-27,TCC42,Venue Non-Competition,Melina Simm,26/20/2010,Closed,"Four wharehouses deleted, four logistics centres added",Complete--change has been implemented and all stakeholders have been informed
127,,CCN OPP14-12,OPP14,Licensee,Jalil Rahman,2010-11-01T00:00:00+00:00,Closed,Licensee code added for Bombki (BOM),Complete--change has been implemented and all stakeholders have been informed
128,,CCN OPP13-03,OPP13,Village Space,Fiona Connor,2010-11-03T00:00:00+00:00,Closed,Four codes amended to be Workforce Rest Areas and two codes added.,Complete--change has been implemented and all stakeholders have been informed
129,,CCN TCC25-05,TCC25,Phase - Olympic,Jam Mulcare,2010-11-01T00:00:00+00:00,Closed,"Consolidated changes to Canoe Slalom, Modern Pentathlon, Fencing, Equestrian, Canoe Spritn and Taekwondo.",Complete--change has been implemented and all stakeholders have been informed
130,,CCN TCC10-06,TCC10,Event Unit - Olympic,Jam Mulcare,2010-11-01T00:00:00+00:00,Closed,"Consolidated changes to Canoe Slalom, Modern Pentathlon, Fencing, Equestrian, Canoe Sprint and Taekwondo.",Complete--change has been implemented and all stakeholders have been informed
131,,CCN TCC42-28,TCC42,Venue Non-Competition,Melina Simm,2010-11-16T00:00:00+00:00,Closed,Deletion of Placeholder codesets,Complete--change has been implemented and all stakeholders have been informed
132,,CCN TCC46-03,TCC46,Training Venues,Anna Price,2010-11-16T00:00:00+00:00,Closed,"Lee Valley Ice Rink, Temporary Handball and Temporary Basketball facilities removed. Lee Valley Training Centre and City of London added.",Complete--change has been implemented and all stakeholders have been informed
133,,CCN TCC07-01,TCC07,Discipline - Gender Paralympic,Jam Mulcare,2010-11-01T00:00:00+00:00,Closed,Removed Taekwondo and duplicate codes,Complete--change has been implemented and all stakeholders have been informed
134,,CCN TCC08-03,TCC08,Event - Olympic,Jam Mulcare,2010-11-01T00:00:00+00:00,Closed,"Deleted Mens Team Epee and Womens Team Sabre. Amendment to Mens and Womens Foil, Epee, and Sabre Individual names. Added Mens Foil Team and Womens Epee Team",Complete--change has been implemented and all stakeholders have been informed
135,,CCN OPP05-07,OPP05,Functional Area,Codes Manager,2010-10-29T00:00:00+00:00,Closed,"Changed SSP code definition of Strategy, Stakeholders and Planning to Strategic Planning",Complete--change has been implemented and all stakeholders have been informed
136,,CCN TCC24-04,TCC24,National Paralympic Commiittees,Lambis Konstantinidis,2010-11-22T00:00:00+00:00,Closed,Modifications to four National Paralympic Committees,Complete--change has been implemented and all stakeholders have been informed
137,,CCN TCC42-29,TCC42,Venue Non-Competition,Melina Simm,2010-11-24T00:00:00+00:00,Closed,Changed naming of existing Football Hotels and added 2 new ones,Complete--change has been implemented and all stakeholders have been informed
138,,CCN OPP13-24,OPP13,Village Space,Fiona Connor,2010-11-24T00:00:00+00:00,Closed,"Modification of the name of two codes to Team Welcome Ceremony, addition of 8 new codes relating to the Polyclinic, Village Manager and Mayors Office",Complete--change has been implemented and all stakeholders have been informed
139,,CCN TCC41-14,TCC41,Venue Competition,Melina Simm,2010-11-19T00:00:00+00:00,Closed,Change of Hall to Arena in four code descriptions,Complete--change has been implemented and all stakeholders have been informed
140,,CCN OPP13-25,OPP13,Village Space,Fiona Connor,2010-11-26T00:00:00+00:00,Closed,"Modification of exisitng Athlete Viewing Station code and addition of 9 new Athlete Viewing Station codes, Polyclinic codes, Team Welcome Ceremonies codes and ",Complete--change has been implemented and all stakeholders have been informed
141,,CCN OPP12-16,OPP12,Venue Space,Clare Hartley,2010-11-26T00:00:00+00:00,Closed,Addition of 114 new codes,Complete--change has been implemented and all stakeholders have been informed
142,,CCN OPP-05-08,OPP05,Functional Area,Codes manager,2010-11-26T00:00:00+00:00,Closed,Addition of Olympic Hospitality Centre Management (OHM) and Venue Security Infrasteructure (VSI) as functional areas,Complete--change has been implemented and all stakeholders have been informed
143,,CCN OPP03-01,OPP03,Department,Codes manager,2010-11-26T00:00:00+00:00,Closed,Addition of Games Operations (GOP) as a department,Complete--change has been implemented and all stakeholders have been informed
144,,CCN OPP15-02,OPP15,Venue Clusters,Melina Simm,2010-12-10T00:00:00+00:00,Closed,Addition of TOA and DGH codes,Complete--change has been implemented and all stakeholders have been informed
145,,CCN OPP13-26,OPP13,Village Space,Fiona Connor,2010-12-08T00:00:00+00:00,Closed,"Addition of 8 residential sport complexes, 2 external load zones a retail and a main dining space. Delete 2 amphitheatres and a resident services space. Amended a paralympic space.",Complete--change has been implemented and all stakeholders have been informed
146,,CCN TCC42-30,TCC42,Venue Non-Competition,Melina Simm,2010-12-08T00:00:00+00:00,Closed,Add WEH Wembley Plaza Hotel code to code set,Complete--change has been implemented and all stakeholders have been informed
147,,CCN TCC10-09,TCC10,Event Unit - Olympic,Jam Mulcare,2010-12-14T00:00:00+00:00,Closed,Changes to the GA and WP codes as well as updates to the schedule flag,Complete--change has been implemented and all stakeholders have been informed
148,,CCN TCC25-08,TCC25,Phase - Olympic,Jam Mulcare,2010-12-14T00:00:00+00:00,Closed,Changes to the GA and WP codes  ,Complete--change has been implemented and all stakeholders have been informed
149,,CCN TCC11-01,TCC11,Event Unit - Paralympic,Jam Mulcare,2010-12-14T00:00:00+00:00,Closed,Updates to the schedule flag,Complete--change has been implemented and all stakeholders have been informed
150,,CCN OPP14-13,OPP14,Licensee,Jalil Rahman,2011-12-22T00:00:00+00:00,Closed,Licensee code added for Tandem Group (TNM),Complete--change has been implemented and all stakeholders have been informed
151,,CCN TCC24-04,TCC24,National Paralympic Committees,Lambis Konstantinidis,2010-01-06T00:00:00+00:00,Closed,"3 codes added for newly recognised NPCs (COD, DJI, SOL) and change in long and short English and French name for NEP",Pending - implement changes and inform stakeholders
152,,CCN OPP08-11,OPP08,Marketing Partners,Malgorzata Gryzb,2010-01-06T00:00:00+00:00,Closed,"New partner codes added for OBH-Otto Bock Healthcare GmbH, G4S-G4s Security Services (UK) Limited, AGG-Aggreko plc, RTI-Rio Tinto London Limited and HEI-Heineken UK Limited",Complete--change has been implemented and all stakeholders have been informed
153,,CCN TCC25-09,TCC25,Phase - Olympic,Jam Mulcare,2011-01-10T00:00:00+00:00,Closed,Adjustments to all Kayak finals and Canoe finals,Complete--change has been implemented and all stakeholders have been informed
154,,CCN TCC25-10,TCC25,Phase - Olympic,Jam Mulcare,2011-01-07T00:00:00+00:00,Closed,"Changes to long english names in BX, deletion of 6 women's events and addition of three general events.",Complete--change has been implemented and all stakeholders have been informed
155,,CCN TCC25-11,TCC25,Phase - Olympic,Jam Mulcare,2011-01-11T00:00:00+00:00,Closed,Changes to shooting discipline,Complete--change has been implemented and all stakeholders have been informed
156,,CCN TCC10-10,TCC10,Event Unit - Olympic,Jam Mulcare,2010-01-07T00:00:00+00:00,Closed,"Changes to boxing long english names, deletion of many women's fly and women's light events. Addition of men's boxing sessions.",Complete--change has been implemented and all stakeholders have been informed
157,,CCN TCC10-11,TCC10,Event Unit - Olympic,Jam Mulcare,2010-01-11T00:00:00+00:00,Closed,Changes to long english names in Shooting (impacting the French) and addition of 14 new events,Complete--change has been implemented and all stakeholders have been informed
158,,CCN TCC08-05,TCC08,Event - Olympic,Jam Mulcare,2010-01-07T00:00:00+00:00,Closed,Changes to long english name for mens Boxing and addition of one womens general event,Complete--change has been implemented and all stakeholders have been informed
159,,CCN TCC08-06,TCC08,Event - Olympic,Jam Mulcare,2010-01-11T00:00:00+00:00,Closed,"Changes to all names of events in Shooting, impacting the French translation",Complete--change has been implemented and all stakeholders have been informed
160,,CCN TCC06-01,TCC06,Discipline Gender - Olympic,Jam Mulcare,2010-01-07T00:00:00+00:00,Closed,Addition of womens boxing,Complete--change has been implemented and all stakeholders have been informed
161,,CCN OPP16-01,OPP16,Games time functional areas,Jessica Lippett,2010-01-17T00:00:00+00:00,Closed,Addition of test events to Games time functional area code set,Complete--change has been implemented and all stakeholders have been informed
162,,CCN OPP16-02,OPP16,Games time functional areas,Jessica Lippett,2010-01-24T00:00:00+00:00,Pending,"Adjustments to test event descriptions, addition of Culture FA and deletion of Torch Relay","On hold, awaiting further instruction"
163,,CCN TCC42-31,TCC42,Venue Non-Competition,Melina Simm,2010-01-24T00:00:00+00:00,Closed,"Update to Wembley Plaza code, update to other Football hotels and update to Bus Depot TO",Complete--change has been implemented and all stakeholders have been informed
164,,CCN TCC10-19,TCC10,Event Unit - Olympic,Jam Mulcare,2011-01-25T00:00:00+00:00,Closed,"Changes to ARCHERY – Description change. ‘Quarterfinals’ replace ‘1/4 Eliminations’ in the Team Events. ATHLETICS – 100m Preliminaries added. 
BOXING – Bout numbers added to Men's Bantam Weight (56kg) Round of 32. Only Competition Schedule column affected. CYCLING BMX – Runs 4 and 5 added to Men’s Quarterfinals. CANOE SPRINT – ‘B’ Finals added. CYCLING TRACK – ‘Round 1’ replaces Quarterfinals and Semifinals in Team Pursuit.  EQUESTRIAN – Change in Competition Schedule column only to ‘Dressage Team Grand Prix Special’. FOOTBALL – Women’s Quarterfinal and Semifinal matches corrected in Competition Schedule column. JUDO - Men -60 kg Medal Ceremony added. WRESTLING – Description change in Competition Schedule description – ‘1’ and ‘2’ added to Men’s Greco-Roman Bronze medal contests.",Complete--change has been implemented and all stakeholders have been informed
165,,CCN TCC25-16,TCC25,Phase - Olympic,Jam Mulcare,2011-01-26T00:00:00+00:00,Closed,ARCHERY – Description change. ‘Quarterfinals’ replace ‘1/4 Eliminations’ in the Team Events. ATHLETICS – 100m Preliminaries added. CYCLING TRACK – ‘Round 1’ replaces Quarterfinals and Semifinals in Team Pursuit. EQUESTRIAN – Change in Competition Schedule column only to ‘Dressage Team Grand Prix Special’. ,Complete--change has been implemented and all stakeholders have been informed
166,,CCN TCC41-16,TCC41,Venue Competition,Melina Simm,2011-01-17T00:00:00+00:00,Closed,"Add HAP Hampton Court code, update to sports description of The Mall",Complete--change has been implemented and all stakeholders have been informed
167,,CCN TCC04-02,TCC04,Discipline Olympic,James Savage,2011-01-31T00:00:00+00:00,Closed,Addition of CA Canoe Sport discipline,Complete--change has been implemented and all stakeholders have been informed
168,,CCN TCC10-12,TCC10,Event Unit - Olympic,Jam Mulcare,2011-01-31T00:00:00+00:00,Closed,Addition of Team Managers Meetings,Complete--change has been implemented and all stakeholders have been informed
169,,CCN TCC25-12,TCC25,Phase - Olympic,Jam Mulcare,2011-01-31T00:00:00+00:00,Closed,Addition of Team Managers Meetings,Complete--change has been implemented and all stakeholders have been informed
170,,CCN TCC10-13,TCC10,Event Unit - Olympic,Jam Mulcare,2011-01-31T00:00:00+00:00,Closed,Amendment to two English Short names in equestrian codes,Complete--change has been implemented and all stakeholders have been informed
171,,CCN TCC41-17,TCC41,Venue Competition,Melina Simm,2011-01-31T00:00:00+00:00,Closed,"Deletion of LOR, addition of HAP and amendment to MLL details",Complete--change has been implemented and all stakeholders have been informed
172,,CCN TCC11-02,TCC11,Event Unit - Paralympic,Jam Mulcare,2011-02-01T00:00:00+00:00,Closed,"Amendment to mens VS descriptions, deletion of 9 womens VS events and addtion of 7 mens preliminaries/quarter final VS events",Complete--change has been implemented and all stakeholders have been informed
173,,CCN TCC26-02,TCC26,Phase - Paralympic,Jam Mulcare,2011-02-01T00:00:00+00:00,Closed,"Amendment to mens and womens VS descriptions, addition of one mens quarterfinal code",Complete--change has been implemented and all stakeholders have been informed
174,,CCN TCC09-01,TCC09,Event - Paralympic,Jam Mulcare,2011-02-01T00:00:00+00:00,Closed,"Amendment to mens and womens VS descriptions, switching Volleyball - Sitting to Sitting Volleyball",Complete--change has been implemented and all stakeholders have been informed
175,,CCN TCC25-13,TCC25,Phase Olympic,Jam Mulcare,2011-02-02T00:00:00+00:00,Closed,Changes to names of Men's and Women's Fencing/Swimming/Riding Events,Complete--change has been implemented and all stakeholders have been informed
176,,CCN TCC10-14,TCC10,Event Olympic,Jam Mulcare,2011-02-02T00:00:00+00:00,Closed,Addition of Modern Pentathlon Men's Technical Meeting and changes to names of Men's and Women's Fencing/Swimming/Riding Events,Complete--change has been implemented and all stakeholders have been informed
178,,CCN TCC30-01,TCC30,Record - Olympic,Jam Mulcare,2011-02-02T00:00:00+00:00,Closed,Changed name of Men's and Women's 'Running' to 'Combined',Complete--change has been implemented and all stakeholders have been informed
179,,CCN OPP13-27,OPP13,Village Space,Fiona Connor,2011-02-03T00:00:00+00:00,Closed,Compiled 3 CCN requests into OPP13-27. Varying additions/deletions and two changes to Residential Centres,Complete--change has been implemented and all stakeholders have been informed
