Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,ENG phase Description,FRA phase Description,POR phase Description,SPA phase Description
AT,M,033,N,7,Men's 3000m Steeplechase - Draw,"3 000 m steeple - hommes, tirage au sort","3.000m com obstáculos masculino, sorteio","3000m con obstáculos masculino, sorteo",Men's 3000m Steeplechase - Draw,"3 000 m steeple - hommes, tirage au sort","3.000m com obstáculos masculino, sorteio","3000m con obstáculos masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,044,0,8,Men's 400m Hurdles,400 m haies - hommes,400m com barreiras masculino,400m con vallas masculino,Men's 400m Hurdles,400 m haies - hommes,400m com barreiras masculino,400m con vallas masculino,"","","",
AT,M,044,1,3,Men's 400m Hurdles Final,"400 m haies - hommes, finale","400m com barreiras masculino, final","400m con vallas masculino, final",Men's 400m Hurdles Final,"400 m haies - hommes, finale","400m com barreiras masculino, final","400m con vallas masculino, final",Final,Finale,Final,Final
AT,M,044,2,3,Men's 400m Hurdles Semifinals,"400 m haies - hommes, demi-finales","400m com barreiras masculino, semifinais","400m con vallas masculino, semifinales",Men's 400m Hurdles Semifinals,"400 m haies - hommes, demi-finales","400m com barreiras masculino, semifinais","400m con vallas masculino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
AT,M,044,9,3,Men's 400m Hurdles Round 1,"400 m haies - hommes, 1er tour","400m com barreiras masculino, 1a fase","400m con vallas masculino, primera ronda",Men's 400m Hurdles Round 1,"400 m haies - hommes, 1er tour","400m com barreiras masculino, primeira fase","400m con vallas masculino, primera ronda",Round 1,1er tour,Primeira fase,Primera ronda
AT,M,044,M,6,Men's 400m Hurdles Victory Ceremony,"400 m haies - hommes, remise méd.","400m com barreiras masc, cer. premiação","400m con vallas masc, cer. de medallas",Men's 400m Hurdles Victory Ceremony,"400 m haies - hommes, cérémonie de remise des médailles","400m com barreiras masculino, cerimônia de entrega das medalhas","400m con vallas masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,044,N,7,Men's 400m Hurdles - Draw,"400 m haies - hommes, tirage au sort","400m com barreiras masculino, sorteio","400m con vallas masculino, sorteo",Men's 400m Hurdles - Draw,"400 m haies - hommes, tirage au sort","400m com barreiras masculino, sorteio","400m con vallas masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,050,0,8,Men's 5000m,5 000 m - hommes,5.000m rasos masculino,5000m masculino,Men's 5000m,5 000 m - hommes,5.000m rasos masculino,5000m masculino,"","","",
AT,M,050,1,3,Men's 5000m Final,"5 000 m - hommes, finale","5.000m rasos masculino, final ","5000m masculino, final",Men's 5000m Final,"5 000 m - hommes, finale","5.000m rasos masculino, final ","5000m masculino, final",Final,Finale,Final,Final
AT,M,050,9,3,Men's 5000m Round 1,"5 000 m - hommes, 1er tour","5.000m rasos masculino, primeira fase","5000m masculino, primera ronda",Men's 5000m Round 1,"5 000 m - hommes, 1er tour","5.000m rasos masculino, primeira fase","5000m masculino, primera ronda",Round 1,1er tour,Primeira fase,Primera ronda
AT,M,050,M,6,Men's 5000m Victory Ceremony,"5 000 m - hommes, remise méd.","5.000m masculino, cer. premiação","5000m masculino, cer. de medallas",Men's 5000m Victory Ceremony,"5 000 m - hommes, cérémonie de remise des médailles","5.000m rasos masculino, cerimônia de entrega das medalhas","5000m masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,050,N,7,Men's 5000m - Draw,"5 000 m - hommes, tirage au sort","5.000m rasos masculino, sorteio","5000m masculino, sorteo",Men's 5000m - Draw,"5 000 m - hommes, tirage au sort","5.000m rasos masculino, sorteio","5000m masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,051,0,8,Men's Shot Put,Lancer de poids - hommes,Arremesso do peso masculino,Lanzamiento de bala masculino,Men's Shot Put,Lancer de poids - hommes,Arremesso do peso masculino,Lanzamiento de bala masculino,"","","",
AT,M,051,1,3,Men's Shot Put Final,"Lancer de poids - hommes, finale","Arremesso do peso masculino, final","Lanzamiento de bala masc, final",Men's Shot Put Final,"Lancer de poids - hommes, finale","Arremesso do peso masculino, final","Lanzamiento de bala masculino, final",Final,Finale,Final,Final
AT,M,051,9,3,Men's Shot Put Qualifying Round,"Lancer de poids - hommes, qualifications","Arremesso do peso masc, classificatórias","Lanzamiento de bala masc, ronda clasif.",Men's Shot Put Qualifying Round,"Lancer de poids - hommes, qualifications","Arremesso do peso masculino, classificatórias","Lanzamiento de bala masculino, ronda clasificatoria",Qualifying Round,Qualifications,Classificatórias,Ronda clasificatoria
AT,M,051,M,6,Men's Shot Put Victory Ceremony,"Lancer de poids - hommes, remise méd.","Arremesso do peso masc, cer. premiação","Lanzamiento de bala masc, cer. medallas",Men's Shot Put Victory Ceremony,"Lancer de poids - hommes, cérémonie de remise des médailles","Arremesso do peso, cerimônia de entrega das medalhas","Lanzamiento de bala masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,051,N,7,Men's Shot Put - Draw,"Lancer de poids - hommes, tirage au sort","Arremesso do peso masculino, sorteio","Lanzamiento de bala masculino, sorteo",Men's Shot Put - Draw,"Lancer de poids - hommes, tirage au sort","Arremesso do peso masculino, sorteio","Lanzamiento de bala masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,052,0,8,Men's Discus Throw,Lancer de disque - hommes,Lançamento do disco masculino,Lanzamiento de disco masculino,Men's Discus Throw,Lancer de disque - hommes,Lançamento do disco masculino,Lanzamiento de disco masculino,"","","",
AT,M,052,1,3,Men's Discus Throw Final,"Lancer de disque - hommes, finale","Lançamento do disco masculino, final ","Lanzamiento de disco masc, final",Men's Discus Throw Final,"Lancer de disque - hommes, finale","Lançamento do disco masculino, final ","Lanzamiento de disco masculino, final",Final,Finale,Final,Final
AT,M,052,9,3,Men's Discus Throw Qualifying Round,"Lancer de disque - hom., qualifications","Lançamento do disco masc, classific","Lanzamiento de disco masc, ronda clasif.",Men's Discus Throw Qualifying Round,"Lancer de disque - hommes, qualifications","Lançamento do disco masculino, classificatórias","Lanzamiento de disco masculino, ronda clasificatoria",Qualifying Round,Qualifications,Classificatórias,Ronda clasificatoria
AT,M,052,M,6,Men's Discus Throw Victory Ceremony,"Lancer de disque - hommes, remise méd.","Lançamento do disco masc, cer. premiação","Lanzamiento de disco masc, cer. medallas",Men's Discus Throw Victory Ceremony,"Lancer de disque - hommes, cérémonie de remise des médailles","Lançamento do disco masculino, cerimônia de entrega das medalhas","Lanzamiento de disco masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,052,N,7,Men's Discus Throw - Draw,"Lancer de disque - hom., tirage au sort","Lançamento do disco masculino, sorteio","Lanzamiento de disco masculino, sorteo",Men's Discus Throw - Draw,"Lancer de disque - hommes, tirage au sort","Lançamento do disco masculino, sorteio","Lanzamiento de disco masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,053,0,8,Men's Javelin Throw,Lancer de javelot - hommes,Lançamento do dardo masculino,Lanzamiento de jabalina masculino,Men's Javelin Throw,Lancer de javelot - hommes,Lançamento do dardo masculino,Lanzamiento de jabalina masculino,"","","",
AT,M,053,1,3,Men's Javelin Throw Final,"Lancer de javelot - hommes, finale","Lançamento do dardo masculino, final ","Lanz. de jabalina masc, final",Men's Javelin Throw Final,"Lancer de javelot - hommes, finale","Lançamento do dardo masculino, final ","Lanzamiento de jabalina masculino, final",Final,Finale,Final,Final
AT,M,053,9,3,Men's Javelin Throw Qualifying Round,"Lancer de javelot - hom., qualifications","Lançamento do dardo masc, classific","Lanz. de jabalina masc, ronda clasif.",Men's Javelin Throw Qualifying Round,"Lancer de javelot - hommes, qualifications","Lançamento do dardo masculino, classificatórias","Lanzamiento de jabalina masculino, ronda clasificatoria",Qualifying Round,Qualifications,Classificatórias,Ronda clasificatoria
AT,M,053,M,6,Men's Javelin Throw Victory Ceremony,"Lancer de javelot - hommes, remise méd.","Lançamento do dardo masc, cer. premiação","Lanz. de jabalina masc, cer. medallas",Men's Javelin Throw Victory Ceremony,"Lancer de javelot - hommes, cérémonie de remise des médailles","Lançamento do dardo masculino, cerimônia de entrega das medalhas","Lanzamiento de jabalina masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,053,N,7,Men's Javelin Throw - Draw,"Lancer de javelot - hom., tirage au sort","Lançamento do dardo masculino, sorteio","Lanzamiento de jabalina masc, sorteo",Men's Javelin Throw - Draw,"Lancer de javelot - hommes, tirage au sort","Lançamento do dardo masculino, sorteio","Lanzamiento de jabalina masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,054,0,8,Men's Hammer Throw,Lancer de marteau - hommes,Lançamento do martelo masculino,Lanzamiento de martillo masculino,Men's Hammer Throw,Lancer de marteau - hommes,Lançamento do martelo masculino,Lanzamiento de martillo masculino,"","","",
AT,M,054,1,3,Men's Hammer Throw Final,"Lancer de marteau - hommes, finale","Lançamento do martelo masculino, final","Lanz. de martillo masc, final",Men's Hammer Throw Final,"Lancer de marteau - hommes, finale","Lançamento do martelo masculino, final","Lanzamiento de martillo masculino, final",Final,Finale,Final,Final
AT,M,054,9,3,Men's Hammer Throw Qualifying Round,"Lancer de marteau - hom., qualifications","Lançamento do martelo masc, classific","Lanz. de martillo masc, ronda clasif.",Men's Hammer Throw Qualifying Round,"Lancer de marteau - hommes, qualifications","Lançamento do martelo masculino, classificatórias","Lanzamiento de martillo masculino, ronda clasificatoria",Qualifying Round,Qualifications,Classificatórias,Ronda clasificatoria
AT,M,054,M,6,Men's Hammer Throw Victory Ceremony,"Lancer de marteau - hommes, remise méd.","Lançamento do martelo masc,cer.premiação","Lanz. de martillo masc, cer. medallas",Men's Hammer Throw Victory Ceremony,"Lancer de marteau - hommes, cérémonie de remise des médailles","Lançamento do martelo masculino, cerimônia de entrega das medalhas","Lanzamiento de martillo masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,054,N,7,Men's Hammer Throw - Draw,"Lancer de marteau - hom., tirage au sort","Lançamento do martelo masculino, sorteio","Lanzamiento de martillo masc, sorteo",Men's Hammer Throw - Draw,"Lancer de marteau - hommes, tirage au sort","Lançamento do martelo masculino, sorteio","Lanzamiento de martillo masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,061,0,8,Men's Long Jump,Saut en longueur - hommes,Salto em distância masculino,Salto de longitud masculino,Men's Long Jump,Saut en longueur - hommes,Salto em distância masculino ,Salto de longitud masculino,"","","",
AT,M,061,1,3,Men's Long Jump Final,"Saut en longueur - hommes, finale","Salto em distância masculino, final","Salto de longitud masc, final",Men's Long Jump Final,"Saut en longueur - hommes, finale","Salto em distância masculino, final","Salto de longitud masculino, final",Final,Finale,Final,Final
AT,M,061,9,3,Men's Long Jump Qualifying Round,"Saut en longueur - hom., qualifications","Salto em distância masculino, classific","Salto de longitud masc, ronda clasif.",Men's Long Jump Qualifying Round,"Saut en longueur - hommes, qualifications","Salto em distância masculino, classificatórias","Salto de longitud masculino, ronda clasificatoria",Qualifying Round,Qualifications,Classificatórias,Ronda clasificatoria
AT,M,061,M,6,Men's Long Jump Victory Ceremony,"Saut en longueur - hommes, remise méd.","Salto em distância masc, cer. premiação","Salto de longitud masc, cer. de medallas",Men's Long Jump Victory Ceremony,"Saut en longueur - hommes, cérémonie de remise des médailles","Salto em distância masculino, cerimônia de entrega das medalhas","Salto de longitud masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,061,N,7,Men's Long Jump - Draw,"Saut en longueur - hom., tirage au sort","Salto em distância masculino, sorteio","Salto de longitud masculino, sorteo",Men's Long Jump - Draw,"Saut en longueur - hommes, tirage au sort","Salto em distância masculino, sorteio","Salto de longitud masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,062,0,8,Men's Triple Jump,Triple saut - hommes,Salto triplo masculino,Salto triple masculino,Men's Triple Jump,Triple saut - hommes,Salto triplo masculino,Salto triple masculino,"","","",
AT,M,062,1,3,Men's Triple Jump Final,"Triple saut - hommes, finale","Salto triplo masculino, final ","Salto triple masculino, final",Men's Triple Jump Final,"Triple saut - hommes, finale","Salto triplo masculino, final ","Salto triple masculino, final",Final,Finale,Final,Final
AT,M,062,9,3,Men's Triple Jump Qualifying Round,"Triple saut - hommes, qualifications","Salto triplo masculino, classificatórias","Salto triple masculino, ronda clasif.",Men's Triple Jump Qualifying Round,"Triple saut - hommes, qualifications","Salto triplo masculino, classificatórias","Salto triple masculino, ronda clasificatoria",Qualifying Round,Qualifications,Classificatórias,Ronda clasificatoria
AT,M,062,M,6,Men's Triple Jump Victory Ceremony,"Triple saut - hommes, remise méd.","Salto triplo masc, cer. premiação","Salto triple masculino, cer. de medallas",Men's Triple Jump Victory Ceremony,"Triple saut - hommes, cérémonie de remise des médailles","Salto triplo masculino, cerimônia de entrega das medalhas","Salto triple masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
AT,M,062,N,7,Men's Triple Jump - Draw,"Triple saut - hommes, tirage au sort","Salto triplo masculino, sorteio","Salto triple masculino, sorteo",Men's Triple Jump - Draw,"Triple saut - hommes, tirage au sort","Salto triplo masculino, sorteio","Salto triple masculino, sorteo",Draw,Tirage au sort,Sorteio,Sorteo
AT,M,071,0,8,Men's High Jump,Saut en hauteur - hommes,Salto em altura masculino,Salto de altura masculino,Men's High Jump,Saut en hauteur - hommes,Salto em altura masculino,Salto de altura masculino,"","","",
AT,M,071,1,3,Men's High Jump Final,"Saut en hauteur - hommes, finale","Salto em altura masculino, final ","Salto de altura masculino, final",Men's High Jump Final,"Saut en hauteur - hommes, finale","Salto em altura masculino, final ","Salto de altura masculino, final",Final,Finale,Final,Final
