Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,ENG phase Description,FRA phase Description,POR phase Description
AT,M,053,N,7,Men's Javelin Throw - Draw,"Lancer de javelot - hom., tirage au sort","Lançamento do dardo masculino, sorteio",Men's Javelin Throw - Draw,"Lancer de javelot - hommes, tirage au sort","Lançamento do dardo masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,054,0,8,Men's Hammer Throw,Lancer de marteau - hommes,Lançamento do martelo masculino,Men's Hammer Throw,Lancer de marteau - hommes,Lançamento do martelo masculino,"","",""
AT,M,054,1,3,Men's Hammer Throw Final,"Lancer de marteau - hommes, finale","Lançamento do martelo masculino, final",Men's Hammer Throw Final,"Lancer de marteau - hommes, finale","Lançamento do martelo masculino, final",Final,Finale,Final
AT,M,054,9,3,Men's Hammer Throw Qualifying Round,"Lancer de marteau - hom., qualifications","Lançamento do martelo masc, classific",Men's Hammer Throw Qualifying Round,"Lancer de marteau - hommes, qualifications","Lançamento do martelo masculino, classificatórias",Qualifying Round,Qualifications,Classificatórias
AT,M,054,M,6,Men's Hammer Throw Victory Ceremony,"Lancer de marteau - hommes, remise méd.","Lançamento do martelo masc,cer.premiação",Men's Hammer Throw Victory Ceremony,"Lancer de marteau - hommes, cérémonie de remise des médailles","Lançamento do martelo masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,054,N,7,Men's Hammer Throw - Draw,"Lancer de marteau - hom., tirage au sort","Lançamento do martelo masculino, sorteio",Men's Hammer Throw - Draw,"Lancer de marteau - hommes, tirage au sort","Lançamento do martelo masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,061,0,8,Men's Long Jump,Saut en longueur - hommes,Salto em distância masculino,Men's Long Jump,Saut en longueur - hommes,Salto em distância masculino ,"","",""
AT,M,061,1,3,Men's Long Jump Final,"Saut en longueur - hommes, finale","Salto em distância masculino, final",Men's Long Jump Final,"Saut en longueur - hommes, finale","Salto em distância masculino, final",Final,Finale,Final
AT,M,061,9,3,Men's Long Jump Qualifying Round,"Saut en longueur - hom., qualifications","Salto em distância masculino, classific",Men's Long Jump Qualifying Round,"Saut en longueur - hommes, qualifications","Salto em distância masculino, classificatórias",Qualifying Round,Qualifications,Classificatórias
AT,M,061,M,6,Men's Long Jump Victory Ceremony,"Saut en longueur - hommes, remise méd.","Salto em distância masc, cer. premiação",Men's Long Jump Victory Ceremony,"Saut en longueur - hommes, cérémonie de remise des médailles","Salto em distância masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,061,N,7,Men's Long Jump - Draw,"Saut en longueur - hom., tirage au sort","Salto em distância masculino, sorteio",Men's Long Jump - Draw,"Saut en longueur - hommes, tirage au sort","Salto em distância masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,062,0,8,Men's Triple Jump,Triple saut - hommes,Salto triplo masculino,Men's Triple Jump,Triple saut - hommes,Salto triplo masculino,"","",""
AT,M,062,1,3,Men's Triple Jump Final,"Triple saut - hommes, finale","Salto triplo masculino, final ",Men's Triple Jump Final,"Triple saut - hommes, finale","Salto triplo masculino, final ",Final,Finale,Final
AT,M,062,9,3,Men's Triple Jump Qualifying Round,"Triple saut - hommes, qualifications","Salto triplo masculino, classificatórias",Men's Triple Jump Qualifying Round,"Triple saut - hommes, qualifications","Salto triplo masculino, classificatórias",Qualifying Round,Qualifications,Classificatórias
AT,M,062,M,6,Men's Triple Jump Victory Ceremony,"Triple saut - hommes, remise méd.","Salto triplo masc, cer. premiação",Men's Triple Jump Victory Ceremony,"Triple saut - hommes, cérémonie de remise des médailles","Salto triplo masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,062,N,7,Men's Triple Jump - Draw,"Triple saut - hommes, tirage au sort","Salto triplo masculino, sorteio",Men's Triple Jump - Draw,"Triple saut - hommes, tirage au sort","Salto triplo masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,071,0,8,Men's High Jump,Saut en hauteur - hommes,Salto em altura masculino,Men's High Jump,Saut en hauteur - hommes,Salto em altura masculino,"","",""
AT,M,071,1,3,Men's High Jump Final,"Saut en hauteur - hommes, finale","Salto em altura masculino, final ",Men's High Jump Final,"Saut en hauteur - hommes, finale","Salto em altura masculino, final ",Final,Finale,Final
AT,M,071,9,3,Men's High Jump Qualifying Round,"Saut en hauteur - hommes, qualifications","Salto em altura masc, classificatórias",Men's High Jump Qualifying Round,"Saut en hauteur - hommes, qualifications","Salto em altura masculino, classificatórias",Qualifying Round,Qualifications,Classificatórias
AT,M,071,M,6,Men's High Jump Victory Ceremony,"Saut en hauteur - hommes, remise méd.","Salto em altura masc, cer. premiação",Men's High Jump Victory Ceremony,"Saut en hauteur - hommes, cérémonie de remise des médailles","Salto em altura masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,071,N,7,Men's High Jump - Draw,"Saut en hauteur - hommes, tirage au sort","Salto em altura masculino, sorteio",Men's High Jump - Draw,"Saut en hauteur - hommes, tirage au sort","Salto em altura masculino, sorteio ",Draw,Tirage au sort,Sorteio
AT,M,072,0,8,Men's Pole Vault,Saut à la perche - hommes,Salto com vara masculino,Men's Pole Vault,Saut à la perche - hommes,Salto com vara masculino,"","",""
AT,M,072,1,3,Men's Pole Vault Final,"Saut à la perche - hommes, finale","Salto com vara masculino, final",Men's Pole Vault Final,"Saut à la perche - hommes, finale","Salto com vara masculino, final",Final,Finale,Final
AT,M,072,9,3,Men's Pole Vault Qualifying Round,"Saut à la perche - hom., qualifications","Salto com vara masc, classificatórias",Men's Pole Vault Qualifying Round,"Saut à la perche - hommes, qualifications","Salto com vara masculino, classificatórias",Qualifying Round,Qualifications,Classificatórias
AT,M,072,M,6,Men's Pole Vault Victory Ceremony,"Saut à la perche - hommes, remise méd.","Salto com vara masc, cer. premiação",Men's Pole Vault Victory Ceremony,"Saut à la perche - hommes, cérémonie de remise des médailles","Salto com vara masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,072,N,7,Men's Pole Vault - Draw,"Saut à la perche - hom., tirage au sort","Salto com vara masculino, sorteio",Men's Pole Vault - Draw,"Saut à la perche - hommes, tirage au sort","Salto com vara masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,092,0,8,Men's 20km Race Walk,20 km marche - hommes,Marcha atlética 20km masculina,Men's 20km Race Walk,20 km marche - hommes,Marcha atlética 20km masculina,"","",""
AT,M,092,1,3,Men's 20km Race Walk Final,"20 km marche - hommes, finale","Marcha atlética 20km masculina, final",Men's 20km Race Walk Final,"20 km marche - hommes, finale","Marcha atlética 20km masculina, final",Final,Finale,Final
AT,M,092,M,6,Men's 20km Race Walk Victory Ceremony,"20 km marche - hommes, remise médailles","Marcha atlética 20km masc,cer. premiação",Men's 20km Race Walk Victory Ceremony,"20 km marche - hommes, cérémonie de remise des médailles","Marcha atlética 20km masculina, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,092,N,7,Men's 20km Race Walk - Draw,"20 km marche - hommes, tirage au sort","Marcha atlética 20km masculina, sorteio",Men's 20km Race Walk - Draw,"20 km marche - hommes, tirage au sort","Marcha atlética 20km masculina, sorteio",Draw,Tirage au sort,Sorteio
AT,M,095,0,8,Men's 50km Race Walk,50 km marche - hommes,Marcha atlética 50km masculina,Men's 50km Race Walk,50 km marche - hommes,Marcha atlética 50km masculina,"","",""
AT,M,095,1,3,Men's 50km Race Walk Final,"50 km marche - hommes, finale","Marcha atlética 50km masculina, final",Men's 50km Race Walk Final,"50 km marche - hommes, finale","Marcha atlética 50km masculina, final",Final,Finale,Final
AT,M,095,M,6,Men's 50km Race Walk Victory Ceremony,"50 km marche - hommes, remise médailles","Marcha atlética 50km masc,cer. premiação",Men's 50km Race Walk Victory Ceremony,"50 km marche - hommes, cérémonie de remise des médailles","Marcha atlética 50km masculina, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,095,N,7,Men's 50km Race Walk - Draw,"50 km marche - hommes, tirage au sort","Marcha atlética 50km masculina, sorteio",Men's 50km Race Walk - Draw,"50 km marche - hommes, tirage au sort","Marcha atlética 50km masculina, sorteio",Draw,Tirage au sort,Sorteio
AT,M,099,0,8,Men's Marathon,Marathon - hommes,Maratona masculina,Men's Marathon,Marathon - hommes,Maratona masculina,"","",""
AT,M,099,1,3,Men's Marathon Final,"Marathon - hommes, finale","Maratona masculina, final",Men's Marathon Final,"Marathon - hommes, finale","Maratona masculina, final",Final,Finale,Final
AT,M,099,M,6,Men's Marathon Victory Ceremony,"Marathon - hommes, remise méd.","Maratona masc, cer. premiação",Men's Marathon Victory Ceremony,"Marathon - hommes, cérémonie de remise des médailles","Maratona masculina, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,099,N,7,Men's Marathon - Draw,"Marathon - hommes, tirage au sort","Maratona masculina, sorteio",Men's Marathon - Draw,"Marathon - hommes, tirage au sort","Maratona masculina, sorteio",Draw,Tirage au sort,Sorteio
AT,M,100,0,8,"Men's 10,000m",10 000 m - hommes,10.000m rasos masculino,"Men's 10,000m",10 000 m - hommes,10.000m rasos masculino,"","",""
AT,M,100,1,3,"Men's 10,000m Final","10 000 m - hommes, finale","10.000m rasos masculino, final","Men's 10,000m Final","10 000 m - hommes, finale","10.000m rasos masculino, final",Final,Finale,Final
AT,M,100,M,6,"Men's 10,000m Victory Ceremony","10 000 m - hommes, remise méd.","10.000m masculino, cer. premiação","Men's 10,000m Victory Ceremony","10 000 m - hommes, cérémonie de remise des médailles","10.000m rasos masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,100,N,7,"Men's 10,000m - Draw","10 000 m - hommes, tirage au sort","10.000m rasos masculino, sorteio","Men's 10,000m - Draw","10 000 m - hommes, tirage au sort","10.000m rasos masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,401,0,8,Men's 4 x 100m Relay,Relais 4 x 100 m - hommes,Revezamento 4x100m masculino,Men's 4 x 100m Relay,Relais 4 x 100 m - hommes,Revezamento 4x100m masculino,"","",""
AT,M,401,1,3,Men's 4 x 100m Relay Final,"Relais 4 x 100 m - hommes, finale","Revezamento 4x100m masculino, final",Men's 4 x 100m Relay Final,"Relais 4 x 100 m - hommes, finale","Revezamento 4x100m masculino, final",Final,Finale,Final
AT,M,401,9,3,Men's 4 x 100m Relay Round 1,"Relais 4 x 100 m - hommes, 1er tour","Revezamento 4x100m masculino, 1a fase",Men's 4 x 100m Relay Round 1,"Relais 4 x 100 m - hommes, 1er tour","Revezamento 4x100m masculino, primeira fase",Round 1,1er tour,Primeira fase
AT,M,401,M,6,Men's 4 x 100m Relay Victory Ceremony,"Relais 4 x 100 m - hommes, remise méd.","Revezamento 4x100m masc, cer. premiação",Men's 4 x 100m Relay Victory Ceremony,"Relais 4 x 100 m - hommes, cérémonie de remise des médailles","Revezamento 4x100m masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,401,N,7,Men's 4 x 100m Relay - Draw,"Relais 4 x 100 m - hom., tirage au sort","Revezamento 4x100m masculino, sorteio",Men's 4 x 100m Relay - Draw,"Relais 4 x 100 m - hommes, tirage au sort","Revezamento 4x100m masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,404,0,8,Men's 4 x 400m Relay,Relais 4 x 400 m - hommes,Revezamento 4x400m masculino,Men's 4 x 400m Relay,Relais 4 x 400 m - hommes,Revezamento 4x400m masculino,"","",""
AT,M,404,1,3,Men's 4 x 400m Relay Final,"Relais 4 x 400 m - hommes, finale","Revezamento 4x400m masculino, final",Men's 4 x 400m Relay Final,"Relais 4 x 400 m - hommes, finale","Revezamento 4x400m masculino, final",Final,Finale,Final
AT,M,404,9,3,Men's 4 x 400m Relay Round 1,"Relais 4 x 400 m - hommes, 1er tour","Revezamento 4x400m masculino, 1a fase",Men's 4 x 400m Relay Round 1,"Relais 4 x 400 m - hommes, 1er tour","Revezamento 4x400m masculino, primeira fase",Round 1,1er tour,Primeira fase
AT,M,404,M,6,Men's 4 x 400m Relay Victory Ceremony,"Relais 4 x 400 m - hommes, remise méd.","Revezamento 4x400m masc, cer. premiação",Men's 4 x 400m Relay Victory Ceremony,"Relais 4 x 400 m - hommes, cérémonie de remise des médailles","Revezamento 4x400m masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
AT,M,404,N,7,Men's 4 x 400m Relay - Draw,"Relais 4 x 400 m - hom., tirage au sort","Revezamento 4x400m masculino, sorteio",Men's 4 x 400m Relay - Draw,"Relais 4 x 400 m - hommes, tirage au sort","Revezamento 4x400m masculino, sorteio",Draw,Tirage au sort,Sorteio
AT,M,900,0,8,Men's Decathlon,Décathlon - hommes,Decatlo masculino,Men's Decathlon,Décathlon - hommes,Decatlo masculino,"","",""
AT,M,900,A,3,Men's Decathlon 100m,"Décathlon - 100 m, hommes",Decatlo - 100m rasos masculino,Men's Decathlon 100m,"Décathlon - 100 m, hommes",Decatlo - 100m rasos masculino,100m,100 m,100m rasos
AT,M,900,B,3,Men's Decathlon Long Jump,"Décathlon - saut en longueur, hommes",Decatlo - salto em distância masculino,Men's Decathlon Long Jump,"Décathlon - saut en longueur, hommes",Decatlo - salto em distância masculino,Long Jump,Saut en longueur,Salto em distância
AT,M,900,C,3,Men's Decathlon Shot Put,"Décathlon - lancer de poids, hommes",Decatlo - arremesso do peso masculino,Men's Decathlon Shot Put,"Décathlon - lancer de poids, hommes",Decatlo - arremesso do peso masculino,Shot Put,Lancer de poids,Arremesso do peso
AT,M,900,D,3,Men's Decathlon High Jump,"Décathlon - saut en hauteur, hommes",Decatlo - salto em altura masculino,Men's Decathlon High Jump,"Décathlon - saut en hauteur, hommes",Decatlo - salto em altura masculino,High Jump,Saut en hauteur,Salto em altura
AT,M,900,E,3,Men's Decathlon 400m,"Décathlon - 400 m, hommes",Decatlo - 400m rasos masculino,Men's Decathlon 400m,"Décathlon - 400 m, hommes",Decatlo - 400m rasos masculino,400m,400 m,400m rasos
AT,M,900,F,3,Men's Decathlon 110m Hurdles,"Décathlon - 110 m haies, hommes",Decatlo - 110m com barreiras masculino,Men's Decathlon 110m Hurdles,"Décathlon - 110 m haies, hommes",Decatlo - 110m com barreiras masculino,110m Hurdles,110 m haies,110m com barreiras
AT,M,900,G,3,Men's Decathlon Discus Throw,"Décathlon - lancer de disque, hommes",Decatlo - lançamento do disco masculino,Men's Decathlon Discus Throw,"Décathlon - lancer de disque, hommes",Decatlo - lançamento do disco masculino,Discus Throw,Lancer de disque,lançamento do disco
AT,M,900,H,3,Men's Decathlon Pole Vault,"Décathlon - saut à la perche, hommes",Decatlo - salto com vara masculino,Men's Decathlon Pole Vault,"Décathlon - saut à la perche, hommes",Decatlo - salto com vara masculino,Pole Vault,Saut à la perche,Salto com vara masculino
AT,M,900,I,3,Men's Decathlon Javelin Throw,"Décathlon - lancer de javelot, hommes",Decatlo - lançamento do dardo masculino,Men's Decathlon Javelin Throw,"Décathlon - lancer de javelot, hommes",Decatlo - lançamento do dardo masculino,Javelin Throw,Lancer de javelot,Lançamento do dardo
AT,M,900,J,3,Men's Decathlon 1500m,"Décathlon - 1 500 m, hommes",Decatlo - 1.500m rasos masculino,Men's Decathlon 1500m,"Décathlon - 1 500 m, hommes",Decatlo - 1.500m rasos masculino,1500m,1 500 m,1.500m rasos
